lottery_type,period_id,front_1,front_2,front_3,front_4,front_5,back_1,back_2
dlt,24134,1,4,7,13,33,5,6
dlt,24135,6,8,22,24,30,3,8
dlt,24136,1,17,20,29,34,7,8
dlt,24137,8,15,16,17,21,2,5
dlt,24138,5,17,20,28,34,4,9
dlt,24139,5,12,20,23,24,5,7
dlt,24140,3,6,15,23,31,1,12
dlt,24141,2,6,7,16,20,2,11
dlt,24142,8,21,24,33,34,3,10
dlt,24143,16,20,22,24,31,4,5
dlt,24144,6,7,8,21,30,1,5
dlt,24145,1,6,9,22,24,1,3
dlt,24146,5,20,21,22,32,3,4
dlt,24147,12,18,21,22,31,1,7
dlt,24148,6,9,20,32,35,8,11
dlt,24149,2,5,16,18,22,7,9
dlt,24150,4,11,23,25,34,5,7
dlt,24151,5,12,17,19,35,10,11
dlt,24152,1,2,7,8,31,2,10
dlt,25001,5,8,16,17,27,4,7
dlt,25002,19,21,22,28,32,6,9
dlt,25003,10,25,30,32,34,4,10
dlt,25004,2,5,9,13,33,1,7
dlt,25005,5,6,8,31,32,9,11
dlt,25006,3,4,13,19,35,3,10
dlt,25007,15,22,23,25,31,1,9
dlt,25008,1,5,7,13,35,5,12
dlt,25009,3,19,21,30,32,6,9
dlt,25010,5,21,28,30,32,7,12
dlt,25011,3,6,7,11,27,2,8
dlt,25012,2,18,19,21,25,2,11
dlt,25013,14,16,18,20,35,2,5
dlt,25014,5,19,22,29,35,2,10
dlt,25015,7,10,24,31,35,1,8
dlt,25016,5,7,12,20,29,8,12
dlt,25017,10,12,26,28,31,3,10
dlt,25018,1,7,9,20,28,1,4
dlt,25019,7,8,11,18,23,3,11
dlt,25020,1,9,12,22,29,5,9
dlt,25021,10,18,25,30,35,3,12
dlt,25022,1,11,13,27,29,4,10
dlt,25023,10,20,22,24,25,9,12
dlt,25024,6,12,13,16,23,5,8
dlt,25025,3,6,8,10,25,3,7
dlt,25026,2,3,7,17,30,1,9
dlt,25027,3,6,11,13,20,1,11
dlt,25028,6,8,20,25,29,3,7
dlt,25029,5,9,26,31,33,3,10
dlt,25030,3,9,14,24,28,6,7
dlt,25031,14,18,20,25,35,1,7
dlt,25032,12,22,25,27,28,1,2
dlt,25033,1,2,8,10,33,10,12
dlt,25034,4,15,22,28,33,6,8
dlt,25035,22,25,28,29,30,4,8
dlt,25036,4,7,13,27,30,2,6
dlt,25037,5,20,23,27,31,4,6
dlt,25038,7,8,20,26,34,8,9
dlt,25039,3,7,14,15,19,6,10
dlt,25040,2,8,16,31,32,4,12
dlt,25041,3,4,21,22,27,5,11
dlt,25042,6,8,11,18,20,5,11
dlt,25043,3,16,20,21,27,9,11
dlt,25044,15,17,21,22,26,2,8
dlt,25045,8,11,21,23,27,3,8
dlt,25046,4,10,15,20,34,4,7
dlt,25047,3,10,11,12,21,2,3
dlt,25048,2,6,17,23,35,6,11
dlt,25049,9,20,22,29,34,3,8
dlt,25050,15,18,20,21,34,4,10
dlt,25051,2,4,13,29,31,5,12
dlt,25052,2,4,11,29,30,2,8
dlt,25053,14,23,29,30,33,6,12
dlt,25054,3,12,16,21,29,1,2
dlt,25055,8,10,25,29,30,1,2
dlt,25056,12,15,28,29,32,8,11
dlt,25057,9,10,11,12,29,1,10
dlt,25058,6,11,15,21,23,1,7
dlt,25059,3,9,10,11,26,1,2
dlt,25060,12,14,19,33,34,1,7
dlt,25061,2,11,16,23,28,5,10
dlt,25062,14,20,27,28,29,6,10
dlt,25063,5,18,26,29,32,7,10
dlt,25064,5,10,18,20,34,1,8
dlt,25065,7,25,32,33,35,4,9
dlt,25066,15,18,27,28,34,3,6
dlt,25067,6,10,12,21,22,1,6
dlt,25068,1,4,17,20,22,4,10
dlt,25069,4,6,7,33,34,9,10
dlt,25070,8,9,15,20,22,4,12
dlt,25071,1,8,25,31,33,5,11
dlt,25072,4,7,15,24,29,1,4
dlt,25073,1,4,17,33,34,3,9
dlt,25074,2,11,15,18,21,5,10
dlt,25075,8,12,16,19,35,6,9
dlt,25076,11,18,22,25,29,4,12
dlt,25077,12,14,16,19,28,1,4
dlt,25078,7,10,15,21,24,5,6
dlt,25079,2,14,32,34,35,5,11
dlt,25080,9,10,18,22,24,3,12
dlt,25081,1,4,6,15,18,2,3
dlt,25082,2,3,4,12,26,1,8
dlt,25083,12,17,18,20,34,2,5
dlt,25084,9,11,13,18,29,4,11
dlt,25085,2,5,9,14,33,4,9
dlt,25086,2,6,23,24,33,1,10
dlt,25087,5,13,14,16,20,3,8
dlt,25088,8,9,10,11,35,5,11
dlt,25089,2,11,12,32,34,3,10
dlt,25090,6,14,19,22,27,1,4
dlt,25091,1,19,22,25,27,3,10
dlt,25092,4,10,17,25,32,5,7
dlt,25093,1,7,9,16,30,2,5
dlt,25094,4,9,17,30,33,5,9
dlt,25095,7,13,14,19,27,6,10
dlt,25096,2,11,17,22,24,7,9
dlt,25097,5,24,25,32,34,1,9
dlt,25098,1,7,9,10,23,10,12
dlt,25099,6,12,20,26,31,2,4
dlt,25100,26,28,32,34,35,2,7
dlt,25101,5,7,19,26,32,8,9
dlt,25102,9,10,13,26,28,2,4
dlt,25103,5,8,19,32,34,4,5
dlt,25104,2,6,9,22,34,2,8
dlt,25105,15,16,25,28,34,10,12
dlt,25106,5,6,11,26,29,5,10
dlt,25107,5,7,8,15,33,6,10
dlt,25108,14,18,21,24,29,3,6
dlt,25109,4,8,10,13,26,9,10
dlt,25110,1,15,22,30,31,2,8
dlt,25111,2,9,14,21,26,2,12
dlt,25112,3,4,21,23,24,9,12
dlt,25113,1,14,18,28,35,2,3
dlt,25114,3,8,9,12,16,1,5
dlt,25115,3,12,14,21,35,1,5
dlt,25116,2,6,16,22,29,8,12
dlt,25117,5,10,18,21,29,5,7
dlt,25118,2,8,9,12,21,4,5
dlt,25119,8,15,27,29,31,1,7
dlt,25120,11,13,22,26,35,2,8
dlt,25121,2,3,8,13,21,7,12
dlt,25122,2,3,6,16,17,4,5
dlt,25123,8,13,24,25,31,4,10
dlt,25124,6,9,14,26,27,8,9
dlt,25125,10,11,13,19,35,4,11
dlt,25126,1,8,18,27,30,6,7
dlt,25127,4,5,19,28,29,5,8
dlt,25128,3,6,26,30,33,11,12
dlt,25129,3,9,14,28,35,2,4
dlt,25130,1,13,16,27,29,2,11
dlt,25131,3,8,25,29,32,9,12
dlt,25132,1,9,10,12,19,6,7
dlt,25133,4,11,23,27,35,7,11
dlt,25134,7,12,18,27,33,9,10
dlt,25135,2,10,16,28,32,1,7
dlt,25136,7,11,15,16,23,9,11
dlt,25137,7,8,9,11,22,5,11
dlt,25138,1,3,19,21,23,7,11
dlt,25139,8,18,22,30,35,1,4
dlt,25140,4,5,13,18,34,2,8
dlt,25141,4,9,24,28,29,2,10
dlt,25142,9,10,14,27,29,2,9
dlt,25143,3,4,18,24,29,7,12
dlt,25144,2,5,13,15,28,5,8
dlt,25145,5,7,20,22,25,4,5
dlt,25146,6,11,13,16,22,2,3
dlt,25147,6,16,21,25,33,7,8
dlt,25148,3,4,14,30,32,8,12
dlt,25149,24,26,30,31,32,5,12
dlt,25150,13,14,15,28,31,1,5
dlt,26001,7,9,23,27,32,2,8
dlt,26002,4,8,15,20,31,7,8
dlt,26003,2,9,11,15,16,2,4
dlt,26004,5,18,23,25,32,5,9
dlt,26005,2,4,16,23,35,6,11
dlt,26006,5,12,18,23,35,6,12
dlt,26007,1,3,13,20,26,3,10
dlt,26008,3,6,17,21,33,5,11
dlt,26009,5,12,13,14,33,5,8
dlt,26010,2,3,13,18,26,2,9
dlt,26011,14,21,23,29,33,2,10
dlt,26012,1,2,9,22,25,1,6
dlt,26013,3,5,6,23,26,1,4
dlt,26014,16,18,23,34,35,1,6
dlt,26015,1,4,10,13,17,3,11
dlt,26016,8,9,12,19,24,1,6
dlt,26017,4,5,10,23,31,7,12
dlt,26018,9,11,19,30,35,1,12
dlt,26019,12,13,14,16,31,4,12
dlt,26020,1,10,21,23,29,10,12
dlt,26021,5,8,12,14,17,4,5
dlt,26022,5,9,10,18,26,5,6
dlt,26023,9,25,26,27,28,1,8
dlt,26024,2,4,8,10,21,9,12
dlt,26025,3,15,24,28,29,3,7
dlt,26026,10,11,22,26,32,1,8
dlt,26027,9,10,11,12,16,1,11
dlt,26028,15,27,29,30,34,1,10
dlt,26029,3,5,17,33,35,5,7
dlt,26030,2,13,22,28,34,5,12
dlt,26031,6,8,22,29,34,5,7
dlt,26032,3,4,19,26,32,1,12
dlt,26033,3,5,7,9,18,2,10
dlt,26034,11,12,25,26,27,8,11
dlt,26035,2,22,30,33,34,8,12
dlt,26036,4,7,16,26,32,5,8
dlt,26037,7,12,13,28,32,6,8
dlt,26038,8,17,21,33,35,6,7
dlt,26039,9,11,20,26,27,6,9
dlt,26040,6,12,13,21,34,8,9
dlt,26041,24,25,27,29,34,2,6
dlt,26042,2,7,13,19,24,3,8
